Geneid	gene_name	AS-520233-LR-53525Aligned.sortedByCoord.out.bam	AS-520225-LR-53523Aligned.sortedByCoord.out.bam	AS-520224-LR-53523Aligned.sortedByCoord.out.bam	AS-520228-LR-53524Aligned.sortedByCoord.out.bam	AS-520218-LR-52931Aligned.sortedByCoord.out.bam	AS-520229-LR-53524Aligned.sortedByCoord.out.bam	AS-520226-LR-53524Aligned.sortedByCoord.out.bam	AS-520220-LR-52931Aligned.sortedByCoord.out.bam	AS-520230-LR-53525Aligned.sortedByCoord.out.bam	AS-520222-LR-53523Aligned.sortedByCoord.out.bam	AS-520223-LR-53523Aligned.sortedByCoord.out.bam	AS-520221-LR-52931Aligned.sortedByCoord.out.bam	AS-520232-LR-53525Aligned.sortedByCoord.out.bam	AS-520219-LR-52931Aligned.sortedByCoord.out.bam	AS-520227-LR-53524Aligned.sortedByCoord.out.bam	AS-520231-LR-53525Aligned.sortedByCoord.out.bam
ENSG00000253335	AC009884.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270255	AC009884.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253557	AC100849.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254242	AC100849.2	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000250316	AC068880.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254201	AC068880.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253280	AC068880.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279919	AC068880.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104611	SH2D4A	1300	1393	2247	1849	2341	2189	2259	2744	4383	3970	5114	3307	2429	2152	2503	5389
ENSG00000279858	AC068880.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147408	CSGALNACT1	15	17	55	140	117	47	110	196	227	189	468	54	42	60	59	457
ENSG00000253270	AC090541.1	0	0	0	3	0	0	0	1	2	1	4	0	1	0	1	1
ENSG00000104613	INTS10	689	784	1188	927	1010	1183	991	1346	1976	1997	2720	1674	1139	1046	1197	2692
ENSG00000175445	LPL	1	2	0	1	3	0	2	2	1	2	5	0	0	0	3	1
ENSG00000253775	AC100802.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242709	RPL30P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036565	SLC18A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147416	ATP6V1B2	1466	1609	2511	5377	2318	2193	2301	7893	4337	4022	8448	3021	2430	1367	1767	8448
ENSG00000222267	RNU6-892P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000061337	LZTS1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000253733	LZTS1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274467	RNA5SP257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253164	AC023403.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253178	AC022559.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253300	AC018541.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253866	TMEM97P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254260	AC015468.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254092	AC021613.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253147	AC015468.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254026	AC015468.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253199	LINC02153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254040	AC103719.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280215	AC021613.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286346	AC021613.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254334	AC021355.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168546	GFRA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273484	OR6R2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147443	DOK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130227	XPO7	3834	3896	6340	4554	5076	5372	4939	6912	9024	8122	11819	7364	6538	4362	5092	11983
ENSG00000158806	NPM2	207	231	270	780	471	417	457	1045	840	728	1650	580	310	340	327	1623
ENSG00000158815	FGF17	1	2	0	5	1	2	2	7	1	3	3	3	0	0	2	7
ENSG00000158856	DMTN	1324	1574	2016	4243	3297	1964	3126	6309	5972	5523	10171	3030	2294	2659	2841	10864
ENSG00000158863	FAM160B2	640	683	1098	1392	1435	1312	1416	2034	2897	2641	3465	2089	1134	1646	1875	3712
ENSG00000275074	NUDT18	225	262	246	437	485	263	463	676	832	770	997	458	337	434	478	968
ENSG00000168453	HR	5305	5847	7762	2909	8640	7848	8313	3893	10879	10153	11883	13103	8681	6310	6375	11939
ENSG00000168476	REEP4	1786	2093	2412	2666	2218	2060	2169	3778	5188	4927	7642	3329	2527	1649	1760	7551
ENSG00000168481	LGI3	2	2	2	10	1	1	2	5	2	6	18	4	6	4	0	7
ENSG00000168484	SFTPC	0	0	0	0	1	2	0	1	0	0	0	0	0	0	1	1
ENSG00000168487	BMP1	673	774	904	1710	1219	906	1210	2489	2235	2194	3842	1477	1017	1092	1183	4065
ENSG00000177725	AC105206.1	0	0	1	0	3	1	1	1	1	2	0	2	1	2	3	3
ENSG00000285881	AC105206.3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000168490	PHYHIP	51	69	96	63	137	40	133	119	112	145	234	82	90	79	85	244
ENSG00000208037	MIR320A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168495	POLR3D	915	1046	1263	2647	1207	1012	1210	3745	3040	2762	5249	1615	1397	1234	1522	5131
ENSG00000254064	AC105206.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197181	PIWIL2	3	2	5	17	5	15	8	46	16	8	33	26	4	9	4	26
ENSG00000104635	SLC39A14	3299	3361	5826	3526	3665	6267	3867	5141	8478	7924	10687	9038	5958	3093	3762	10610
ENSG00000241026	AC105910.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201761	RNU6-336P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120910	PPP3CC	167	191	210	370	221	247	241	452	417	390	582	375	248	241	285	603
ENSG00000251034	AC087854.1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000254272	AC087854.2	2	0	0	2	1	0	0	1	0	2	2	2	0	0	0	1
ENSG00000120896	SORBS3	1262	1345	1677	2922	2067	1635	1968	3969	3510	3352	6562	2784	2025	1661	1605	6815
ENSG00000287467	AC037459.4	1	0	0	0	0	0	1	1	1	0	2	0	0	0	2	0
ENSG00000254230	AC037459.3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
ENSG00000120913	PDLIM2	269	301	410	708	435	291	416	922	639	653	1022	491	420	397	379	1130
ENSG00000248235	AC037459.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241852	C8orf58	110	113	153	307	308	128	293	462	394	334	614	196	164	243	306	592
ENSG00000158941	CCAR2	4838	5173	6966	7061	6257	5907	6198	10546	12199	11006	15043	9526	7958	5954	6488	15294
ENSG00000253200	AC037459.2	72	79	142	82	117	120	108	155	190	188	287	166	132	97	133	254
ENSG00000147439	BIN3	428	485	632	349	566	512	507	538	977	807	856	737	650	400	463	826
ENSG00000261026	AC105046.1	0	0	0	4	0	0	0	10	1	2	7	0	0	2	2	4
ENSG00000179388	EGR3	165	157	210	167	29	25	32	207	208	197	149	28	226	183	176	142
ENSG00000253125	AC055854.1	0	2	2	0	7	0	3	3	0	0	2	0	2	1	0	3
ENSG00000287812	AC105046.2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000134020	PEBP4	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	4
ENSG00000248738	AC037441.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253142	AC037441.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240116	RN7SL303P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000245025	AC107959.1	64	47	66	21	45	40	47	24	89	89	98	60	99	96	117	92
ENSG00000008853	RHOBTB2	723	877	1325	763	1395	1267	1294	1140	2555	2430	2615	1904	1521	1665	1881	2741
ENSG00000120889	TNFRSF10B	2396	2546	4141	7837	3782	3863	3639	11585	10404	9567	15402	5414	4308	3906	4577	15330
ENSG00000246130	AC107959.2	1	1	0	2	0	1	0	4	4	1	5	0	0	3	6	4
ENSG00000253616	AC107959.3	68	88	94	122	77	58	93	176	254	240	352	97	117	96	157	332
ENSG00000284948	AC107959.4	27	18	31	86	93	50	66	121	99	111	209	98	55	36	47	205
ENSG00000284956	AC107959.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173535	TNFRSF10C	10	19	28	87	32	24	27	167	72	52	241	54	22	23	33	192
ENSG00000173530	TNFRSF10D	601	623	2178	1809	2957	2370	2683	2744	3690	3375	3746	3404	2290	2198	2670	3934
ENSG00000253930	TNFRSF10A-AS1	0	0	0	1	0	3	0	0	0	1	1	0	0	0	0	1
ENSG00000104689	TNFRSF10A	951	949	1336	2032	1032	996	1020	3046	2977	2583	4139	1500	1327	1231	1442	4039
ENSG00000243265	RPL23AP55	0	0	0	2	0	0	0	2	2	1	3	0	0	4	1	0
ENSG00000246582	AC100861.1	281	378	418	617	413	446	399	917	1030	1021	1824	638	461	332	422	1739
ENSG00000250714	AC100861.2	5	8	10	12	15	7	9	17	25	8	32	9	2	13	10	27
ENSG00000147457	CHMP7	1313	1496	2168	2597	2071	1716	2010	3824	3673	3393	5565	2729	2445	1820	2036	5483
ENSG00000104679	R3HCC1	858	938	1092	855	1178	1018	1143	1407	1461	1370	1581	1630	1191	1031	990	1630
ENSG00000134013	LOXL2	56	62	80	420	893	95	838	616	448	380	784	163	117	505	535	879
ENSG00000253837	AC090197.1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0
ENSG00000197217	ENTPD4	707	757	1983	1509	1945	2155	2051	2224	3314	2957	4222	3007	1951	1895	2347	3907
ENSG00000253390	AC104561.1	2	5	7	11	13	11	16	19	22	23	50	20	15	10	12	67
ENSG00000253483	AC104561.2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000287166	AC104561.4	0	3	8	15	28	19	22	24	46	44	80	30	10	28	20	82
ENSG00000253986	AC104561.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147454	SLC25A37	590	628	981	1014	714	1003	652	1539	2018	2014	2643	1459	1041	1284	1384	2577
ENSG00000252067	RNU4-71P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253488	SINHCAFP3	0	0	2	3	3	0	0	4	0	4	7	0	3	3	1	9
ENSG00000167034	NKX3-1	92	105	176	67	95	135	94	113	185	136	189	151	183	146	156	201
ENSG00000180053	NKX2-6	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
ENSG00000253471	AC012574.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000254002	AC012574.2	5	2	0	7	8	3	3	6	6	9	7	4	4	2	3	12
ENSG00000271118	AC012119.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000207027	AC012119.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159167	STC1	777	923	1791	540	3396	1070	3331	770	1244	1185	750	1366	1791	779	1047	796
ENSG00000207201	RNU1-148P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253891	AC023202.1	3	0	2	2	2	2	0	4	0	2	2	0	0	2	0	1
ENSG00000042980	ADAM28	612	647	1162	1304	1397	1598	1358	1738	1824	1655	2932	2161	1206	677	961	2925
ENSG00000253535	AC120193.1	2	1	3	15	4	7	4	17	26	11	56	3	2	4	7	64
ENSG00000134028	ADAMDEC1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000069206	ADAM7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000253643	AC024958.1	0	1	0	0	0	0	2	1	2	2	0	1	0	0	0	3
ENSG00000272163	AF106564.1	15	9	18	7	27	26	29	8	45	46	52	44	19	19	18	67
ENSG00000104722	NEFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277586	NEFL	2427	2642	3516	2638	4261	2417	4199	3637	4437	4432	7313	3668	3537	3514	3562	7121
ENSG00000283327	MIR6841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272157	AC107373.2	16	20	28	85	82	37	56	126	83	83	262	54	32	40	34	255
ENSG00000253832	AC107373.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288055	AC107373.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253670	AC073581.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000287185	AC041005.1	15	17	15	18	14	13	15	37	41	48	75	27	26	19	34	77
ENSG00000147459	DOCK5	443	453	1195	1514	1144	1524	1135	2389	3076	2847	4483	2289	1248	1676	2023	4385
ENSG00000284858	AC091185.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274988	MIR6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147437	GNRH1	1	2	4	0	0	3	0	5	4	1	4	5	2	1	3	6
ENSG00000253476	AC091185.1	4	0	0	1	1	0	1	2	0	1	0	1	0	2	2	0
ENSG00000104756	KCTD9	241	294	600	869	426	563	453	1061	880	788	1273	616	519	329	435	1324
ENSG00000184661	CDCA2	1058	1146	1848	1864	1337	1567	1389	2640	2836	2511	3546	2365	1896	1448	1757	3442
ENSG00000253100	AC009623.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253342	AC009623.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285890	AC009623.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254178	AC090103.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221818	EBF2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
ENSG00000199620	RNA5SP258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249213	AC079097.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221914	PPP2R2A	1742	1881	2990	5485	2318	2513	2401	7955	5842	5668	8909	3283	2796	2378	2920	8896
ENSG00000228451	SDAD1P1	13	14	28	194	157	58	191	338	217	179	409	132	30	52	48	465
ENSG00000104765	BNIP3L	797	833	1582	4519	3920	2249	3881	6436	4350	4327	7929	2641	1524	1488	1798	7969
ENSG00000253430	AC011726.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251203	AC011726.1	0	0	0	1	0	4	1	1	0	2	2	0	0	0	1	7
ENSG00000254362	AC011726.3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000240694	PNMA2	318	293	591	1173	632	532	726	1828	1829	1655	3203	790	601	469	643	3126
ENSG00000092964	DPYSL2	1526	1811	2945	3971	5264	6249	5203	6499	12552	12459	18163	9013	3110	4190	5260	17779
ENSG00000253208	AC015743.1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000120907	ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240519	AC091675.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000253813	COX6B1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275115	AC067904.3	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	1
ENSG00000215288	AC067904.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221616	MIR548H4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253899	AC067904.2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0
ENSG00000253903	AC090150.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253888	AC090150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000015592	STMN4	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
ENSG00000104228	TRIM35	447	476	567	491	504	549	483	729	1040	912	1241	843	608	550	643	1144
ENSG00000120899	PTK2B	157	162	236	793	401	345	401	1287	940	855	2159	478	258	346	420	2330
ENSG00000273836	MIR6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120903	CHRNA2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000120915	EPHX2	120	135	147	329	199	153	187	443	428	380	691	310	167	143	163	740
ENSG00000234770	GULOP	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000120885	CLU	13694	15187	18405	40981	29766	31662	30268	62292	47382	42896	83847	49799	20465	18426	20790	84991
ENSG00000284280	MIR6843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168077	SCARA3	1781	1889	3076	586	2943	4999	2928	985	3518	3291	2577	7622	3276	2416	2663	2595
ENSG00000222862	RNU6-1086P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253560	AC013643.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279302	AC013643.3	0	2	0	0	0	1	0	0	1	3	1	4	0	0	0	2
ENSG00000265075	MIR3622B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284351	MIR3622A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253875	AC013643.2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000147419	CCDC25	889	1005	1520	2875	1472	1542	1509	4276	3406	3217	6686	2057	1449	1013	1276	6716
ENSG00000171320	ESCO2	546	568	1339	114	593	1221	629	151	967	947	438	1490	1203	558	759	448
ENSG00000202242	RNU6-1276P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168078	PBK	749	844	1727	1699	946	1664	945	2506	2111	2132	2936	2055	1552	873	1180	2835
ENSG00000253176	AC104997.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168079	SCARA5	2	2	5	5	7	4	3	6	13	11	19	8	3	4	3	19
ENSG00000265847	MIR4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253290	AC069113.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253615	AC069113.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253397	AC069113.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189233	NUGGC	4	2	2	3	5	4	5	5	5	8	5	14	6	5	3	13
ENSG00000134014	ELP3	1078	1120	1470	3077	1774	1495	1775	4577	3635	3521	6188	2058	1466	1257	1583	6301
ENSG00000250516	AC021678.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
ENSG00000253907	AC021678.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000253690	AC021678.2	0	0	0	2	0	0	0	1	3	0	0	0	1	0	0	0
ENSG00000239198	RPL5P22	0	1	6	14	9	3	1	16	8	7	15	4	1	1	3	12
ENSG00000168081	PNOC	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000186918	ZNF395	876	911	1807	4317	3324	2482	3328	6630	4443	4123	5970	3502	1908	2144	2496	6122
ENSG00000214050	FBXO16	100	95	134	82	164	161	146	142	138	152	221	227	129	101	106	222
ENSG00000286804	AC025871.3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254370	AC025871.2	2	0	1	0	0	1	0	2	2	0	1	2	0	0	0	0
ENSG00000207361	RNU6-178P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253567	AC025871.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104290	FZD3	282	310	552	305	428	683	442	428	809	864	921	798	519	392	428	887
ENSG00000265251	MIR4288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202411	RNA5SP259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000012232	EXTL3	4339	4389	7749	4549	6590	5492	6713	6946	11401	10336	14084	8648	8109	6184	7148	14248
ENSG00000246339	EXTL3-AS1	1	0	1	2	0	7	8	4	19	4	9	5	8	1	3	10
ENSG00000104299	INTS9	636	667	872	918	828	789	815	1374	1543	1352	2230	1232	981	603	724	2125
ENSG00000254034	INTS9-AS1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000242958	AC040975.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000147421	HMBOX1	87	86	159	257	213	215	173	403	462	432	581	324	156	182	236	628
ENSG00000273710	AC040975.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259196	HMBOX1-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200719	RNA5SP260	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000259366	AC108449.2	1	1	7	17	5	23	11	14	20	20	38	29	10	7	12	27
ENSG00000197892	KIF13B	3513	3648	9784	25093	13231	11360	12627	37458	27000	24658	48525	17492	10363	9551	10855	48079
ENSG00000259607	AC108449.3	0	0	0	0	0	0	0	0	1	0	1	2	0	0	2	0
ENSG00000254129	AC108449.1	0	1	2	5	1	1	2	5	0	4	11	1	1	0	0	7
ENSG00000253770	HMGB1P23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120875	DUSP4	1867	2003	4224	10318	2374	2942	2425	14056	10181	9700	15892	4485	4273	3211	3394	15412
ENSG00000285601	AC084262.2	8	2	12	21	9	4	15	23	37	36	105	21	11	6	11	104
ENSG00000260253	AC084262.1	1	1	3	2	2	2	1	9	5	9	11	2	3	0	1	11
ENSG00000253632	AC084026.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253182	AC084026.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000280147	AC084026.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243844	RPL17P33	1	1	0	3	4	0	2	11	5	4	4	2	0	4	4	7
ENSG00000251191	LINC00589	0	0	2	12	4	1	1	26	5	5	22	6	1	3	1	20
ENSG00000253490	LINC02099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248964	AC131254.1	0	0	2	4	0	1	1	3	5	2	8	0	3	0	0	4
ENSG00000254086	AC131254.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253604	AC131254.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253279	LINC02209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264788	MIR3148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254013	MAP2K1P1	0	1	0	5	1	1	2	5	1	0	6	3	1	1	0	0
ENSG00000239175	RNU6-1218P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000133872	SARAF	3215	3520	5437	8935	6197	6270	6156	12530	10537	9991	16033	8643	5432	5032	5954	16388
ENSG00000272256	AC044849.1	0	0	0	2	1	0	0	4	0	2	0	1	1	1	1	0
ENSG00000104660	LEPROTL1	826	944	1593	1974	1374	1711	1369	2726	2740	2728	4038	2129	1591	1143	1483	3920
ENSG00000241511	RPS15AP24	0	1	0	0	0	1	3	0	1	4	1	1	0	0	0	1
ENSG00000177669	MBOAT4	2	1	2	8	1	7	2	13	4	2	7	5	1	0	1	3
ENSG00000271869	AC026979.2	4	8	18	37	12	12	9	49	13	20	41	21	7	6	13	36
ENSG00000104671	DCTN6	263	293	548	1167	440	534	441	1539	988	985	1821	664	498	315	377	1867
ENSG00000253708	AC026979.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285669	AC026979.4	5	6	11	1	4	23	8	3	33	26	30	21	17	11	14	20
ENSG00000272375	AC026979.3	0	1	4	0	6	1	0	2	3	5	7	4	2	1	1	0
ENSG00000248159	HSPA8P11	0	1	2	0	1	4	4	4	1	2	1	2	0	0	1	5
ENSG00000254316	AC090820.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287590	AC090820.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000253346	AC109329.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254152	PPIAP84	0	0	0	1	0	1	0	0	2	1	2	1	0	0	2	1
ENSG00000127589	TUBBP1	64	57	56	60	64	51	85	111	117	94	138	95	107	71	76	144
ENSG00000254109	RBPMS-AS1	136	154	183	350	190	219	201	471	370	383	718	314	202	131	159	740
ENSG00000157110	RBPMS	1864	2168	3013	5510	3391	3315	3470	7087	5523	5242	8625	5381	3276	2605	2661	8645
ENSG00000279041	AC102945.2	34	21	71	136	87	96	79	200	207	193	287	139	86	77	89	362
ENSG00000197265	GTF2E2	1132	1396	1978	2911	1343	1428	1431	3960	3402	3110	5314	2134	1861	1346	1604	5264
ENSG00000253112	AC102945.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253457	SMIM18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254172	RNU5A-3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104687	GSR	6018	6727	9536	7197	8524	11216	7905	10879	15447	14183	17794	15862	10415	7593	8744	17590
ENSG00000104691	UBXN8	143	193	213	87	225	248	194	112	397	274	295	330	238	181	239	333
ENSG00000271081	AC009314.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000104695	PPP2CB	1372	1658	2960	4584	2148	2659	2161	6296	4386	4457	8237	3349	2750	1871	2310	8130
ENSG00000133863	TEX15	66	64	236	23	125	359	117	22	163	194	81	472	152	148	207	106
ENSG00000253204	AC090281.1	0	0	0	0	3	0	3	0	2	0	1	3	1	1	2	0
ENSG00000253793	AC008066.1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
ENSG00000172733	PURG	4	6	14	2	5	9	1	2	4	3	6	6	16	2	3	10
ENSG00000165392	WRN	202	217	509	453	392	666	397	678	961	877	1325	833	488	387	532	1349
ENSG00000253579	SUMO2P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000253961	AC009563.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229211	KCTD9P6	0	0	1	1	0	4	2	3	1	2	2	1	3	6	0	1
ENSG00000253377	AC068672.2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
