Geneid	gene_name
ENSG00000165323	FAT3
ENSG00000165338	HECTD2
ENSG00000165355	FBXO33
ENSG00000165359	INTS6L
ENSG00000165376	CLDN2
ENSG00000165389	SPTSSA
ENSG00000165392	WRN
ENSG00000165406	MARCHF8
ENSG00000165410	CFL2
ENSG00000165416	SUGT1
ENSG00000165417	GTF2A1
ENSG00000165424	ZCCHC24
ENSG00000165434	PGM2L1
ENSG00000165443	PHYHIPL
ENSG00000165449	SLC16A9
ENSG00000165458	INPPL1
ENSG00000165474	GJB2
ENSG00000165475	CRYL1
ENSG00000165476	REEP3
ENSG00000165480	SKA3
ENSG00000165487	MICU2
ENSG00000165490	DDIAS
ENSG00000165494	PCF11
ENSG00000165501	LRR1
ENSG00000165502	RPL36AL
ENSG00000165506	DNAAF2
ENSG00000165507	DEPP1
ENSG00000165512	ZNF22
ENSG00000165516	KLHDC2
ENSG00000165521	EML5
ENSG00000165525	NEMF
ENSG00000165526	RPUSD4
ENSG00000165527	ARF6
ENSG00000165533	TTC8
ENSG00000165548	TMEM63C
ENSG00000165556	CDX2
ENSG00000165568	AKR1E2
ENSG00000165572	KBTBD6
ENSG00000165591	FAAH2
ENSG00000165609	NUDT5
ENSG00000165617	DACT1
ENSG00000165626	BEND7
ENSG00000165629	ATP5F1C
ENSG00000165630	PRPF18
ENSG00000165632	TAF3
ENSG00000165633	VSTM4
ENSG00000165637	VDAC2
ENSG00000165644	COMTD1
ENSG00000165650	PDZD8
ENSG00000165655	ZNF503
ENSG00000165660	ABRAXAS2
ENSG00000165661	QSOX2
ENSG00000165669	FAM204A
ENSG00000165671	NSD1
ENSG00000165672	PRDX3
ENSG00000165675	ENOX2
ENSG00000165678	GHITM
ENSG00000165684	SNAPC4
ENSG00000165688	PMPCA
ENSG00000165689	ENTR1
ENSG00000165695	AK8
ENSG00000165698	SPACA9
ENSG00000165699	TSC1
ENSG00000165704	HPRT1
ENSG00000165714	BORCS5
ENSG00000165716	DIPK1B
ENSG00000165724	ZMYND19
ENSG00000165730	STOX1
ENSG00000165731	RET
ENSG00000165732	DDX21
ENSG00000165733	BMS1
ENSG00000165752	STK32C
ENSG00000165757	JCAD
ENSG00000165775	FUNDC2
ENSG00000165782	PIP4P1
ENSG00000165792	METTL17
ENSG00000165795	NDRG2
ENSG00000165801	ARHGEF40
ENSG00000165802	NSMF
ENSG00000165804	ZNF219
ENSG00000165806	CASP7
ENSG00000165807	PPP1R36
ENSG00000165810	BTNL9
ENSG00000165813	CCDC186
ENSG00000165819	METTL3
ENSG00000165821	SALL2
ENSG00000165832	TRUB1
ENSG00000165861	ZFYVE1
ENSG00000165868	HSPA12A
ENSG00000165879	FRAT1
ENSG00000165886	UBTD1
ENSG00000165887	ANKRD2
ENSG00000165891	E2F7
ENSG00000165895	ARHGAP42
ENSG00000165898	ISCA2
ENSG00000165905	LARGE2
ENSG00000165912	PACSIN3
ENSG00000165914	TTC7B
ENSG00000165915	SLC39A13
ENSG00000165916	PSMC3
ENSG00000165923	AGBL2
ENSG00000165929	TC2N
ENSG00000165934	CPSF2
ENSG00000165943	MOAP1
ENSG00000165948	IFI27L1
ENSG00000165949	IFI27
ENSG00000165959	CLMN
ENSG00000165983	PTER
ENSG00000165996	HACD1
ENSG00000165997	ARL5B
ENSG00000166002	SMCO4
ENSG00000166004	CEP295
ENSG00000166012	TAF1D
ENSG00000166016	ABTB2
ENSG00000166024	R3HCC1L
ENSG00000166025	AMOTL1
ENSG00000166033	HTRA1
ENSG00000166035	LIPC
ENSG00000166037	CEP57
ENSG00000166046	TCP11L2
ENSG00000166068	SPRED1
ENSG00000166073	GPR176
ENSG00000166086	JAM3
ENSG00000166106	ADAMTS15
ENSG00000166123	GPT2
ENSG00000166126	AMN
ENSG00000166128	RAB8B
ENSG00000166130	IKBIP
ENSG00000166133	RPUSD2
ENSG00000166135	HIF1AN
ENSG00000166136	NDUFB8
ENSG00000166140	ZFYVE19
ENSG00000166145	SPINT1
ENSG00000166147	FBN1
ENSG00000166148	AVPR1A
ENSG00000166153	DEPDC4
ENSG00000166164	BRD7
ENSG00000166165	CKB
ENSG00000166166	TRMT61A
ENSG00000166167	BTRC
ENSG00000166169	POLL
ENSG00000166170	BAG5
ENSG00000166171	DPCD
ENSG00000166173	LARP6
ENSG00000166181	API5
ENSG00000166188	ZNF319
ENSG00000166189	HPS6
ENSG00000166192	SENP8
ENSG00000166197	NOLC1
ENSG00000166199	ALKBH3
ENSG00000166200	COPS2
ENSG00000166206	GABRB3
ENSG00000166224	SGPL1
ENSG00000166225	FRS2
ENSG00000166226	CCT2
ENSG00000166228	PCBD1
ENSG00000166233	ARIH1
ENSG00000166246	C16orf71
ENSG00000166250	CLMP
ENSG00000166257	SCN3B
ENSG00000166260	COX11
ENSG00000166261	ZNF202
ENSG00000166262	FAM227B
ENSG00000166263	STXBP4
ENSG00000166266	CUL5
ENSG00000166272	WBP1L
ENSG00000166275	BORCS7
ENSG00000166278	C2
ENSG00000166289	PLEKHF1
ENSG00000166295	ANAPC16
ENSG00000166311	SMPD1
ENSG00000166313	APBB1
ENSG00000166321	NUDT13
ENSG00000166323	C11orf65
ENSG00000166326	TRIM44
ENSG00000166333	ILK
ENSG00000166337	TAF10
ENSG00000166340	TPP1
ENSG00000166341	DCHS1
ENSG00000166342	NETO1
ENSG00000166343	MSS51
ENSG00000166347	CYB5A
ENSG00000166348	USP54
ENSG00000166349	RAG1
ENSG00000166352	IFTAP
ENSG00000166377	ATP9B
ENSG00000166387	PPFIBP2
ENSG00000166394	CYB5R2
ENSG00000166396	SERPINB7
ENSG00000166398	KIAA0355
ENSG00000166401	SERPINB8
ENSG00000166402	TUB
ENSG00000166405	RIC3
ENSG00000166407	LMO1
ENSG00000166411	IDH3A
ENSG00000166415	WDR72
ENSG00000166426	CRABP1
ENSG00000166435	XRRA1
ENSG00000166436	TRIM66
ENSG00000166439	RNF169
ENSG00000166441	RPL27A
ENSG00000166444	DENND2B
ENSG00000166446	CDYL2
ENSG00000166448	TMEM130
ENSG00000166450	PRTG
ENSG00000166451	CENPN
ENSG00000166452	AKIP1
ENSG00000166454	ATMIN
ENSG00000166471	TMEM41B
ENSG00000166473	PKD1L2
ENSG00000166477	LEO1
ENSG00000166478	ZNF143
ENSG00000166479	TMX3
ENSG00000166483	WEE1
ENSG00000166484	MAPK7
ENSG00000166501	PRKCB
ENSG00000166503	HDGFL3
ENSG00000166507	NDST2
ENSG00000166508	MCM7
ENSG00000166510	CCDC68
ENSG00000166526	ZNF3
ENSG00000166529	ZSCAN21
ENSG00000166532	RIMKLB
ENSG00000166546	BEAN1
ENSG00000166548	TK2
ENSG00000166557	TMED3
ENSG00000166562	SEC11C
ENSG00000166575	TMEM135
ENSG00000166578	IQCD
ENSG00000166579	NDEL1
ENSG00000166582	CENPV
ENSG00000166592	RRAD
ENSG00000166595	CIAO2B
ENSG00000166598	HSP90B1
ENSG00000166619	BLCAP
ENSG00000166664	CHRFAM7A
ENSG00000166669	ATF7IP2
ENSG00000166681	BEX3
ENSG00000166685	COG1
ENSG00000166689	PLEKHA7
ENSG00000166704	ZNF606
ENSG00000166710	B2M
ENSG00000166716	ZNF592
ENSG00000166734	CASC4
ENSG00000166741	NNMT
ENSG00000166747	AP1G1
ENSG00000166750	SLFN5
ENSG00000166762	CATSPER2
ENSG00000166780	BMERB1
ENSG00000166783	MARF1
ENSG00000166788	SAAL1
ENSG00000166794	PPIB
ENSG00000166796	LDHC
ENSG00000166797	CIAO2A
ENSG00000166801	FAM111A
ENSG00000166803	PCLAF
ENSG00000166813	KIF7
ENSG00000166816	LDHD
ENSG00000166821	PEX11A
ENSG00000166822	TMEM170A
ENSG00000166823	MESP1
ENSG00000166825	ANPEP
ENSG00000166831	RBPMS2
ENSG00000166833	NAV2
ENSG00000166839	ANKDD1A
ENSG00000166845	C18orf54
ENSG00000166847	DCTN5
ENSG00000166848	TERF2IP
ENSG00000166851	PLK1
ENSG00000166855	CLPX
ENSG00000166860	ZBTB39
ENSG00000166881	NEMP1
ENSG00000166886	NAB2
ENSG00000166887	VPS39
ENSG00000166888	STAT6
ENSG00000166889	PATL1
ENSG00000166896	ATP23
ENSG00000166897	ELFN2
ENSG00000166900	STX3
ENSG00000166902	MRPL16
ENSG00000166908	PIP4K2C
ENSG00000166912	MTMR10
ENSG00000166913	YWHAB
ENSG00000166920	C15orf48
ENSG00000166922	SCG5
ENSG00000166923	GREM1
ENSG00000166924	NYAP1
ENSG00000166925	TSC22D4
ENSG00000166938	DIS3L
ENSG00000166946	CCNDBP1
ENSG00000166949	SMAD3
ENSG00000166963	MAP1A
ENSG00000166965	RCCD1
ENSG00000166971	AKTIP
ENSG00000166974	MAPRE2
ENSG00000166979	EVA1C
ENSG00000166986	MARS1
ENSG00000166987	MBD6
ENSG00000166997	CNPY4
ENSG00000167004	PDIA3
ENSG00000167005	NUDT21
ENSG00000167034	NKX3-1
ENSG00000167037	SGSM1
ENSG00000167065	DUSP18
ENSG00000167074	TEF
ENSG00000167080	B4GALNT2
ENSG00000167081	PBX3
ENSG00000167085	PHB
ENSG00000167088	SNRPD1
ENSG00000167100	SAMD14
ENSG00000167103	PIP5KL1
ENSG00000167105	TMEM92
ENSG00000167106	FAM102A
ENSG00000167107	ACSF2
ENSG00000167110	GOLGA2
ENSG00000167112	TRUB2
ENSG00000167113	COQ4
ENSG00000167114	SLC27A4
ENSG00000167118	URM1
ENSG00000167123	CERCAM
ENSG00000167130	DOLPP1
ENSG00000167136	ENDOG
ENSG00000167157	PRRX2
ENSG00000167165	UGT1A6
ENSG00000167173	C15orf39
ENSG00000167182	SP2
ENSG00000167183	PRR15L
ENSG00000167186	COQ7
ENSG00000167191	GPRC5B
ENSG00000167193	CRK
ENSG00000167196	FBXO22
ENSG00000167202	TBC1D2B
ENSG00000167216	KATNAL2
ENSG00000167220	HDHD2
ENSG00000167232	ZNF91
ENSG00000167257	RNF214
ENSG00000167258	CDK12
ENSG00000167264	DUS2
ENSG00000167272	POP5
ENSG00000167280	ENGASE
ENSG00000167281	RBFOX3
ENSG00000167283	ATP5MG
ENSG00000167291	TBC1D16
ENSG00000167302	TEPSIN
ENSG00000167306	MYO5B
ENSG00000167315	ACAA2
ENSG00000167323	STIM1
ENSG00000167325	RRM1
ENSG00000167333	TRIM68
ENSG00000167363	FN3K
ENSG00000167371	PRRT2
ENSG00000167377	ZNF23
ENSG00000167378	IRGQ
ENSG00000167380	ZNF226
ENSG00000167384	ZNF180
ENSG00000167393	PPP2R3B
ENSG00000167394	ZNF668
ENSG00000167395	ZNF646
ENSG00000167397	VKORC1
ENSG00000167447	SMG8
ENSG00000167460	TPM4
ENSG00000167461	RAB8A
ENSG00000167468	GPX4
ENSG00000167470	MIDN
ENSG00000167483	NIBAN3
ENSG00000167487	KLHL26
ENSG00000167491	GATAD2A
ENSG00000167508	MVD
ENSG00000167513	CDT1
ENSG00000167515	TRAPPC2L
ENSG00000167522	ANKRD11
ENSG00000167523	SPATA33
ENSG00000167524	RSKR
ENSG00000167525	PROCA1
ENSG00000167526	RPL13
ENSG00000167528	ZNF641
ENSG00000167535	CACNB3
ENSG00000167536	DHRS13
ENSG00000167543	TP53I13
ENSG00000167548	KMT2D
ENSG00000167549	CORO6
ENSG00000167550	RHEBL1
ENSG00000167552	TUBA1A
ENSG00000167553	TUBA1C
ENSG00000167565	SERTAD3
ENSG00000167566	NCKAP5L
ENSG00000167578	RAB4B
ENSG00000167595	PROSER3
ENSG00000167600	CYP2S1
ENSG00000167601	AXL
ENSG00000167604	NFKBID
ENSG00000167608	TMC4
ENSG00000167615	LENG8
ENSG00000167619	TMEM145
ENSG00000167625	ZNF526
ENSG00000167632	TRAPPC9
ENSG00000167635	ZNF146
ENSG00000167637	ZNF283
ENSG00000167641	PPP1R14A
ENSG00000167642	SPINT2
ENSG00000167644	C19orf33
ENSG00000167645	YIF1B
ENSG00000167646	DNAAF3
ENSG00000167653	PSCA
ENSG00000167657	DAPK3
ENSG00000167658	EEF2
ENSG00000167670	CHAF1A
ENSG00000167671	UBXN6
ENSG00000167674	HDGFL2
ENSG00000167676	PLIN4
ENSG00000167680	SEMA6B
ENSG00000167685	ZNF444
ENSG00000167693	NXN
ENSG00000167695	TLCD3A
ENSG00000167699	GLOD4
ENSG00000167700	MFSD3
ENSG00000167702	KIFC2
ENSG00000167703	SLC43A2
ENSG00000167705	RILP
ENSG00000167711	SERPINF2
ENSG00000167716	WDR81
ENSG00000167720	SRR
ENSG00000167721	TSR1
ENSG00000167723	TRPV3
ENSG00000167733	HSD11B1L
ENSG00000167740	CYB5D2
ENSG00000167747	C19orf48
ENSG00000167751	KLK2
ENSG00000167767	KRT80
ENSG00000167770	OTUB1
ENSG00000167771	RCOR2
ENSG00000167772	ANGPTL4
ENSG00000167775	CD320
ENSG00000167778	SPRYD3
ENSG00000167779	IGFBP6
ENSG00000167785	ZNF558
ENSG00000167792	NDUFV1
ENSG00000167797	CDK2AP2
ENSG00000167799	NUDT8
ENSG00000167815	PRDX2
ENSG00000167840	ZNF232
ENSG00000167842	MIS12
ENSG00000167861	HID1
ENSG00000167862	MRPL58
ENSG00000167863	ATP5PD
ENSG00000167880	EVPL
ENSG00000167881	SRP68
ENSG00000167889	MGAT5B
ENSG00000167895	TMC8
ENSG00000167900	TK1
ENSG00000167904	TMEM68
ENSG00000167912	AC090152.1
ENSG00000167920	TMEM99
ENSG00000167925	GHDC
ENSG00000167930	FAM234A
ENSG00000167962	ZNF598
ENSG00000167964	RAB26
ENSG00000167965	MLST8
ENSG00000167967	E4F1
ENSG00000167968	DNASE1L2
ENSG00000167969	ECI1
ENSG00000167971	CASKIN1
ENSG00000167972	ABCA3
ENSG00000167977	KCTD5
ENSG00000167978	SRRM2
ENSG00000167981	ZNF597
ENSG00000167985	SDHAF2
ENSG00000167986	DDB1
ENSG00000167987	VPS37C
ENSG00000167992	VWCE
ENSG00000167994	RAB3IL1
ENSG00000167995	BEST1
ENSG00000167996	FTH1
ENSG00000168000	BSCL2
ENSG00000168002	POLR2G
ENSG00000168003	SLC3A2
ENSG00000168005	SPINDOC
ENSG00000168010	ATG16L2
ENSG00000168014	C2CD3
ENSG00000168016	TRANK1
ENSG00000168026	TTC21A
ENSG00000168028	RPSA
ENSG00000168036	CTNNB1
ENSG00000168038	ULK4
ENSG00000168040	FADD
ENSG00000168056	LTBP3
ENSG00000168061	SAC3D1
ENSG00000168062	BATF2
ENSG00000168065	SLC22A11
ENSG00000168066	SF1
ENSG00000168067	MAP4K2
ENSG00000168071	CCDC88B
ENSG00000168077	SCARA3
ENSG00000168078	PBK
ENSG00000168079	SCARA5
ENSG00000168090	COPS6
ENSG00000168092	PAFAH1B2
ENSG00000168096	ANKS3
ENSG00000168101	NUDT16L1
ENSG00000168116	KIAA1586
ENSG00000168118	RAB4A
ENSG00000168124	OR1F1
ENSG00000168137	SETD5
ENSG00000168140	VASN
ENSG00000168143	FAM83B
ENSG00000168152	THAP9
ENSG00000168159	RNF187
ENSG00000168172	HOOK3
ENSG00000168175	MAPK1IP1L
ENSG00000168209	DDIT4
ENSG00000168214	RBPJ
ENSG00000168216	LMBRD1
ENSG00000168228	ZCCHC4
ENSG00000168234	TTC39C
ENSG00000168237	GLYCTK
ENSG00000168243	GNG4
ENSG00000168246	UBTD2
ENSG00000168255	POLR2J3
ENSG00000168256	NKIRAS2
ENSG00000168259	DNAJC7
ENSG00000168264	IRF2BP2
ENSG00000168268	NT5DC2
ENSG00000168273	SMIM4
ENSG00000168275	COA6
ENSG00000168280	KIF5C
ENSG00000168282	MGAT2
ENSG00000168283	BMI1
ENSG00000168286	THAP11
ENSG00000168288	MMADHC
ENSG00000168291	PDHB
ENSG00000168297	PXK
ENSG00000168298	H1-4
ENSG00000168300	PCMTD1
ENSG00000168301	KCTD6
ENSG00000168303	MPLKIP
ENSG00000168306	ACOX2
ENSG00000168310	IRF2
ENSG00000168350	DEGS2
ENSG00000168374	ARF4
ENSG00000168385	SEPTIN2
ENSG00000168386	FILIP1L
ENSG00000168389	MFSD2A
ENSG00000168393	DTYMK
ENSG00000168394	TAP1
ENSG00000168395	ING5
ENSG00000168397	ATG4B
ENSG00000168398	BDKRB2
ENSG00000168404	MLKL
ENSG00000168411	RFWD3
ENSG00000168412	MTNR1A
ENSG00000168427	KLHL30
ENSG00000168434	COG7
ENSG00000168438	CDC40
ENSG00000168439	STIP1
ENSG00000168447	SCNN1B
ENSG00000168453	HR
ENSG00000168461	RAB31
ENSG00000168476	REEP4
ENSG00000168477	TNXB
ENSG00000168481	LGI3
ENSG00000168487	BMP1
ENSG00000168488	ATXN2L
ENSG00000168490	PHYHIP
ENSG00000168495	POLR3D
ENSG00000168496	FEN1
ENSG00000168497	CAVIN2
ENSG00000168502	MTCL1
ENSG00000168505	GBX2
ENSG00000168517	HEXIM2
ENSG00000168522	FNTA
ENSG00000168528	SERINC2
ENSG00000168538	TRAPPC11
ENSG00000168546	GFRA2
ENSG00000168556	ING2
ENSG00000168564	CDKN2AIP
ENSG00000168566	SNRNP48
ENSG00000168569	TMEM223
ENSG00000168575	SLC20A2
ENSG00000168591	TMUB2
ENSG00000168610	STAT3
ENSG00000168612	ZSWIM1
ENSG00000168615	ADAM9
ENSG00000168631	MUCL3
ENSG00000168646	AXIN2
ENSG00000168653	NDUFS5
ENSG00000168661	ZNF30
ENSG00000168672	LRATD2
ENSG00000168675	LDLRAD4
ENSG00000168676	KCTD19
ENSG00000168679	SLC16A4
ENSG00000168685	IL7R
ENSG00000168701	TMEM208
ENSG00000168710	AHCYL1
ENSG00000168724	DNAJC21
ENSG00000168734	PKIG
ENSG00000168758	SEMA4C
ENSG00000168763	CNNM3
ENSG00000168765	GSTM4
ENSG00000168769	TET2
ENSG00000168772	CXXC4
ENSG00000168778	TCTN2
ENSG00000168779	SHOX2
ENSG00000168781	PPIP5K1
ENSG00000168785	TSPAN5
ENSG00000168792	ABHD15
ENSG00000168795	ZBTB5
ENSG00000168802	CHTF8
ENSG00000168803	ADAL
ENSG00000168806	LCMT2
ENSG00000168807	SNTB2
ENSG00000168811	IL12A
ENSG00000168813	ZNF507
ENSG00000168818	STX18
ENSG00000168824	NSG1
ENSG00000168826	ZBTB49
ENSG00000168827	GFM1
ENSG00000168872	DDX19A
ENSG00000168874	ATOH8
ENSG00000168876	ANKRD49
ENSG00000168883	USP39
ENSG00000168884	TNIP2
ENSG00000168887	C2orf68
ENSG00000168890	TMEM150A
ENSG00000168894	RNF181
ENSG00000168904	LRRC28
ENSG00000168906	MAT2A
ENSG00000168913	ENHO
ENSG00000168916	ZNF608
ENSG00000168917	SLC35G2
ENSG00000168918	INPP5D
ENSG00000168924	LETM1
ENSG00000168936	TMEM129
ENSG00000168938	PPIC
ENSG00000168939	SPRY3
ENSG00000168944	CEP120
ENSG00000168952	STXBP6
ENSG00000168955	TM4SF20
ENSG00000168958	MFF
ENSG00000168961	LGALS9
ENSG00000168993	CPLX1
ENSG00000168994	PXDC1
ENSG00000169016	E2F6
ENSG00000169018	FEM1B
ENSG00000169019	COMMD8
ENSG00000169020	ATP5ME
ENSG00000169021	UQCRFS1
ENSG00000169031	COL4A3
ENSG00000169032	MAP2K1
ENSG00000169045	HNRNPH1
ENSG00000169047	IRS1
ENSG00000169057	MECP2
ENSG00000169062	UPF3A
ENSG00000169071	ROR2
ENSG00000169083	AR
ENSG00000169084	DHRSX
ENSG00000169087	HSPBAP1
ENSG00000169093	ASMTL
ENSG00000169100	SLC25A6
ENSG00000169105	CHST14
ENSG00000169116	PARM1
ENSG00000169118	CSNK1G1
ENSG00000169122	FAM110B
ENSG00000169129	AFAP1L2
ENSG00000169131	ZNF354A
ENSG00000169136	ATF5
ENSG00000169139	UBE2V2
ENSG00000169155	ZBTB43
ENSG00000169169	CPT1C
ENSG00000169174	PCSK9
ENSG00000169180	XPO6
ENSG00000169184	MN1
ENSG00000169188	APEX2
ENSG00000169189	NSMCE1
ENSG00000169193	CCDC126
ENSG00000169203	NPIPB12
ENSG00000169213	RAB3B
ENSG00000169217	CD2BP2
ENSG00000169220	RGS14
ENSG00000169221	TBC1D10B
ENSG00000169223	LMAN2
ENSG00000169228	RAB24
ENSG00000169230	PRELID1
ENSG00000169231	THBS3
ENSG00000169239	CA5B
ENSG00000169241	SLC50A1
ENSG00000169242	EFNA1
ENSG00000169246	NPIPB3
ENSG00000169247	SH3TC2
ENSG00000169249	ZRSR2
ENSG00000169251	NMD3
ENSG00000169252	ADRB2
ENSG00000169253	AL669983.1
ENSG00000169255	B3GALNT1
ENSG00000169258	GPRIN1
ENSG00000169288	MRPL1
ENSG00000169297	NR0B1
ENSG00000169299	PGM2
ENSG00000169330	MINAR1
ENSG00000169359	SLC33A1
ENSG00000169371	SNUPN
ENSG00000169372	CRADD
ENSG00000169375	SIN3A
ENSG00000169379	ARL13B
ENSG00000169398	PTK2
ENSG00000169403	PTAFR
ENSG00000169410	PTPN9
ENSG00000169418	NPR1
ENSG00000169429	CXCL8
ENSG00000169432	SCN9A
ENSG00000169435	RASSF6
ENSG00000169436	COL22A1
ENSG00000169439	SDC2
ENSG00000169446	MMGT1
ENSG00000169490	TM2D2
ENSG00000169499	PLEKHA2
ENSG00000169504	CLIC4
ENSG00000169519	METTL15
ENSG00000169548	ZNF280A
ENSG00000169554	ZEB2
ENSG00000169564	PCBP1
ENSG00000169567	HINT1
ENSG00000169570	DTWD2
ENSG00000169583	CLIC3
ENSG00000169592	INO80E
ENSG00000169594	BNC1
ENSG00000169598	DFFB
ENSG00000169599	NFU1
ENSG00000169604	ANTXR1
ENSG00000169607	CKAP2L
ENSG00000169609	C15orf40
ENSG00000169612	RAMAC
ENSG00000169621	APLF
ENSG00000169627	BOLA2B
ENSG00000169629	RGPD8
ENSG00000169635	HIC2
ENSG00000169641	LUZP1
ENSG00000169660	HEXD
ENSG00000169668	BCRP2
ENSG00000169679	BUB1
ENSG00000169682	SPNS1
ENSG00000169683	LRRC45
ENSG00000169684	CHRNA5
ENSG00000169689	CENPX
ENSG00000169692	AGPAT2
ENSG00000169696	ASPSCR1
ENSG00000169710	FASN
ENSG00000169714	CNBP
ENSG00000169718	DUS1L
ENSG00000169727	GPS1
ENSG00000169733	RFNG
ENSG00000169738	DCXR
ENSG00000169740	ZNF32
ENSG00000169750	RAC3
ENSG00000169752	NRG4
ENSG00000169756	LIMS1
ENSG00000169758	TMEM266
ENSG00000169762	TAPT1
ENSG00000169764	UGP2
ENSG00000169783	LINGO1
ENSG00000169813	HNRNPF
ENSG00000169814	BTD
ENSG00000169826	CSGALNACT2
ENSG00000169851	PCDH7
ENSG00000169855	ROBO1
ENSG00000169856	ONECUT1
ENSG00000169857	AVEN
ENSG00000169860	P2RY1
ENSG00000169871	TRIM56
ENSG00000169884	WNT10B
ENSG00000169891	REPS2
ENSG00000169894	MUC3A
ENSG00000169895	SYAP1
ENSG00000169896	ITGAM
ENSG00000169902	TPST1
ENSG00000169903	TM4SF4
ENSG00000169905	TOR1AIP2
ENSG00000169908	TM4SF1
ENSG00000169914	OTUD3
ENSG00000169918	OTUD7A
ENSG00000169919	GUSB
ENSG00000169925	BRD3
ENSG00000169926	KLF13
ENSG00000169951	ZNF764
ENSG00000169955	ZNF747
ENSG00000169957	ZNF768
ENSG00000169962	TAS1R3
ENSG00000169964	TMEM42
ENSG00000169967	MAP3K2
ENSG00000169972	PUSL1
ENSG00000169976	SF3B5
ENSG00000169981	ZNF35
ENSG00000169989	TIGD4
ENSG00000169991	IFFO2
ENSG00000169992	NLGN2
ENSG00000170004	CHD3
ENSG00000170006	TMEM154
ENSG00000170017	ALCAM
ENSG00000170027	YWHAG
ENSG00000170035	UBE2E3
ENSG00000170037	CNTROB
ENSG00000170043	TRAPPC1
ENSG00000170049	KCNAB3
ENSG00000170075	GPR37L1
ENSG00000170085	SIMC1
ENSG00000170088	TMEM192
ENSG00000170089	AC106795.1
ENSG00000170099	SERPINA6
ENSG00000170100	ZNF778
ENSG00000170113	NIPA1
ENSG00000170122	FOXD4
ENSG00000170142	UBE2E1
ENSG00000170144	HNRNPA3
ENSG00000170145	SIK2
ENSG00000170153	RNF150
ENSG00000170160	CCDC144A
ENSG00000170161	AL512625.1
ENSG00000170166	HOXD4
ENSG00000170175	CHRNB1
ENSG00000170185	USP38
ENSG00000170190	SLC16A5
ENSG00000170191	NANP
ENSG00000170214	ADRA1B
ENSG00000170222	ADPRM
ENSG00000170231	FABP6
ENSG00000170234	PWWP2A
ENSG00000170242	USP47
ENSG00000170248	PDCD6IP
ENSG00000170260	ZNF212
ENSG00000170264	FAM161A
ENSG00000170265	ZNF282
ENSG00000170266	GLB1
ENSG00000170270	GON7
ENSG00000170275	CRTAP
ENSG00000170291	ELP5
ENSG00000170293	CMTM8
ENSG00000170296	GABARAP
ENSG00000170310	STX8
ENSG00000170312	CDK1
ENSG00000170315	UBB
ENSG00000170322	NFRKB
ENSG00000170325	PRDM10
ENSG00000170340	B3GNT2
ENSG00000170345	FOS
ENSG00000170348	TMED10
ENSG00000170364	SETMAR
ENSG00000170365	SMAD1
ENSG00000170373	CST1
ENSG00000170379	TCAF2
ENSG00000170381	SEMA3E
ENSG00000170382	LRRN2
ENSG00000170385	SLC30A1
ENSG00000170390	DCLK2
ENSG00000170412	GPRC5C
ENSG00000170417	TMEM182
ENSG00000170421	KRT8
ENSG00000170425	ADORA2B
ENSG00000170430	MGMT
ENSG00000170439	METTL7B
ENSG00000170442	KRT86
ENSG00000170445	HARS1
ENSG00000170448	NFXL1
ENSG00000170456	DENND5B
ENSG00000170458	CD14
ENSG00000170464	DNAJC18
ENSG00000170468	RIOX1
ENSG00000170469	SPATA24
ENSG00000170471	RALGAPB
ENSG00000170473	PYM1
ENSG00000170477	KRT4
ENSG00000170482	SLC23A1
ENSG00000170485	NPAS2
ENSG00000170500	LONRF2
ENSG00000170502	NUDT9
ENSG00000170515	PA2G4
ENSG00000170522	ELOVL6
ENSG00000170523	KRT83
ENSG00000170525	PFKFB3
ENSG00000170537	TMC7
ENSG00000170540	ARL6IP1
ENSG00000170542	SERPINB9
ENSG00000170545	SMAGP
ENSG00000170558	CDH2
ENSG00000170561	IRX2
ENSG00000170571	EMB
ENSG00000170581	STAT2
ENSG00000170584	NUDCD2
ENSG00000170604	IRF2BP1
ENSG00000170606	HSPA4
ENSG00000170608	FOXA3
ENSG00000170619	COMMD5
ENSG00000170624	SGCD
ENSG00000170629	DPY19L2P2
ENSG00000170631	ZNF16
ENSG00000170632	ARMC10
ENSG00000170633	RNF34
ENSG00000170634	ACYP2
ENSG00000170638	TRABD
ENSG00000170653	ATF7
ENSG00000170667	RASA4B
ENSG00000170677	SOCS6
ENSG00000170681	CAVIN4
ENSG00000170684	ZNF296
ENSG00000170689	HOXB9
ENSG00000170703	TTLL6
ENSG00000170734	POLH
ENSG00000170743	SYT9
ENSG00000170745	KCNS3
ENSG00000170759	KIF5B
ENSG00000170775	GPR37
ENSG00000170776	AKAP13
ENSG00000170779	CDCA4
ENSG00000170786	SDR16C5
ENSG00000170791	CHCHD7
ENSG00000170801	HTRA3
ENSG00000170802	FOXN2
ENSG00000170832	USP32
ENSG00000170835	CEL
ENSG00000170836	PPM1D
ENSG00000170837	GPR27
ENSG00000170846	AC093323.1
ENSG00000170852	KBTBD2
ENSG00000170854	RIOX2
ENSG00000170855	TRIAP1
ENSG00000170860	LSM3
ENSG00000170871	KIAA0232
ENSG00000170873	MTSS1
ENSG00000170876	TMEM43
ENSG00000170881	RNF139
ENSG00000170889	RPS9
ENSG00000170892	TSEN34
ENSG00000170899	GSTA4
ENSG00000170903	MSANTD4
ENSG00000170906	NDUFA3
ENSG00000170909	OSCAR
ENSG00000170915	PAQR8
ENSG00000170917	NUDT6
